,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
229,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,25,1994,19,19,1710,1,0,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.4,0.02,0.02,0.03,0.02,0.03,Matches
230,Jesse Lingard\Jesse-Lingard,eng ENG,FWMF,Manchester Utd,26,1992,17,8,810,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.8,0.18,0.09,0.27,0.18,0.27,Matches
231,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,32,1986,7,7,548,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
232,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Tottenham,23,1996,10,2,268,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.08,0.06,0.14,0.08,0.14,Matches
233,Jürgen Locadia\Jurgen-Locadia,nl NED,FW,Brighton,25,1993,2,1,86,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.40,0.00,0.40,0.40,0.40,Matches
234,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,28,1990,1,0,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
235,Shane Long\Shane-Long,ie IRL,FW,Southampton,32,1987,10,5,494,0,1,0,0,0,0,0.00,0.18,0.18,0.00,0.18,2.6,2.6,0.4,0.48,0.07,0.55,0.48,0.55,Matches
236,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,19,2000,4,4,360,2,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.2,0.09,0.05,0.13,0.09,0.13,Matches
237,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,21,1997,13,9,830,0,1,0,0,1,1,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.8,0.04,0.09,0.12,0.04,0.12,Matches
238,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,30,1989,8,8,670,0,1,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.4,0.05,0.05,0.10,0.05,0.10,Matches
239,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,30,1989,12,12,1080,0,1,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,1.1,0.00,0.09,0.09,0.00,0.09,Matches
240,David Luiz\David-Luiz,br BRA,DFMF,Arsenal,32,1987,17,17,1530,2,0,0,0,4,0,0.12,0.00,0.12,0.12,0.12,1.4,1.4,0.3,0.08,0.02,0.10,0.08,0.10,Matches
241,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,21,1998,18,12,1143,2,0,0,0,2,0,0.16,0.00,0.16,0.16,0.16,0.9,0.9,0.5,0.07,0.04,0.11,0.07,0.11,Matches
242,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,25,1994,19,19,1680,3,2,0,0,4,0,0.16,0.11,0.27,0.16,0.27,3.4,3.4,2.1,0.18,0.11,0.29,0.18,0.29,Matches
243,James Maddison\James-Maddison,eng ENG,MF,Leicester City,22,1996,19,18,1607,5,3,0,0,2,0,0.28,0.17,0.45,0.28,0.45,3.6,3.6,4.6,0.20,0.26,0.46,0.20,0.46,Matches
244,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,26,1993,20,20,1800,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.5,0.06,0.02,0.09,0.06,0.09,Matches
245,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,Manchester City,28,1991,16,10,905,5,5,0,0,0,0,0.50,0.50,0.99,0.50,0.99,2.9,2.9,4.3,0.28,0.42,0.71,0.28,0.71,Matches
246,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,FWMF,Arsenal,21,1997,11,11,940,0,2,0,0,4,1,0.00,0.19,0.19,0.00,0.19,0.2,0.2,1.5,0.02,0.14,0.16,0.02,0.16,Matches
247,Sadio Mané\Sadio-Mane,sn SEN,FWMF,Liverpool,27,1992,18,17,1509,10,6,0,0,1,0,0.60,0.36,0.95,0.60,0.95,7.8,7.8,4.4,0.46,0.26,0.73,0.46,0.73,Matches
248,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,25,1994,10,8,755,0,1,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
249,Solly March\Solly-March,eng ENG,MF,Brighton,25,1994,8,6,601,0,1,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.5,0.04,0.07,0.12,0.04,0.12,Matches
250,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,32,1986,10,8,776,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.04,0.02,0.06,0.04,0.06,Matches
251,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,23,1995,14,13,1108,7,3,0,1,1,0,0.57,0.24,0.81,0.57,0.81,5.3,4.6,1.8,0.43,0.14,0.57,0.37,0.51,Matches
252,David Martin\David-Martin,eng ENG,GK,West Ham,33,1986,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
253,Martinelli\Martinelli,br BRA,MF,Arsenal,18,2001,10,3,366,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,0.8,0.8,0.2,0.19,0.05,0.24,0.19,0.24,Matches
254,Adam Masina\Adam-Masina,it ITA,DF,Watford,25,1994,8,5,485,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
255,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,25,1993,8,6,562,0,1,0,0,4,1,0.00,0.16,0.16,0.00,0.16,0.1,0.1,0.9,0.01,0.15,0.16,0.01,0.16,Matches
256,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,31,1988,11,5,422,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.7,0.19,0.16,0.35,0.19,0.35,Matches
257,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,30,1988,4,3,250,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
258,Joël Matip\Joel-Matip,cm CMR,DFMF,Liverpool,27,1991,7,7,630,1,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
259,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,22,1996,20,16,1451,7,1,1,1,1,0,0.43,0.06,0.50,0.37,0.43,7.4,6.6,1.5,0.46,0.09,0.55,0.41,0.50,Matches
260,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,31,1987,19,19,1648,0,2,0,0,3,0,0.00,0.11,0.11,0.00,0.11,1.5,1.5,1.2,0.08,0.06,0.15,0.08,0.15,Matches
261,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,23,1996,18,8,786,3,0,0,0,2,0,0.34,0.00,0.34,0.34,0.34,2.7,2.7,0.4,0.31,0.05,0.36,0.31,0.36,Matches
262,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,29,1989,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
263,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,28,1990,15,3,439,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.05,0.03,0.08,0.05,0.08,Matches
264,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,24,1994,18,18,1538,3,2,0,0,2,0,0.18,0.12,0.29,0.18,0.29,2.7,2.7,1.9,0.16,0.11,0.27,0.16,0.27,Matches
265,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,31,1987,17,14,1200,0,2,0,0,2,0,0.00,0.15,0.15,0.00,0.15,5.5,5.5,1.3,0.41,0.09,0.51,0.41,0.51,Matches
266,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,35,1984,2,1,158,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
267,Kenny McLean\Kenny-McLean,sco SCO,MF,Norwich City,27,1992,19,16,1479,1,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,1.0,1.0,1.3,0.06,0.08,0.14,0.06,0.14,Matches
268,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,19,1999,20,20,1725,1,4,0,0,3,0,0.05,0.21,0.26,0.05,0.26,0.9,0.9,3.1,0.05,0.16,0.21,0.05,0.21,Matches
269,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,22,1996,17,17,1454,2,1,0,0,2,0,0.12,0.06,0.19,0.12,0.19,1.4,1.4,0.7,0.08,0.04,0.12,0.08,0.12,Matches
270,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,29,1989,20,20,1800,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.03,0.01,0.03,0.03,0.03,Matches
271,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,25,1994,8,8,653,0,2,0,0,1,0,0.00,0.28,0.28,0.00,0.28,0.1,0.1,0.4,0.01,0.06,0.07,0.01,0.07,Matches
272,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,27,1992,2,1,71,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.07,0.07,0.00,0.07,Matches
273,Chris Mepham\Chris-Mepham,wal WAL,,Bournemouth,21,1997,10,9,810,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.6,0.6,0.1,0.07,0.01,0.08,0.07,0.08,Matches
274,Max Meyer\Max-Meyer,de GER,FWMF,Crystal Palace,23,1995,8,4,357,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,0.12,0.15,0.27,0.12,0.27,Matches
275,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,28,1991,19,19,1696,2,1,2,2,8,0,0.11,0.05,0.16,0.00,0.05,2.0,0.5,1.9,0.11,0.10,0.21,0.03,0.13,Matches
276,James Milner\James-Milner,eng ENG,MF,Liverpool,33,1986,15,5,573,2,2,2,2,3,0,0.31,0.31,0.63,0.00,0.31,1.9,0.4,0.6,0.30,0.09,0.39,0.06,0.15,Matches
277,Yerry Mina\Yerry-Mina,co COL,DF,Everton,24,1994,18,17,1540,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.2,0.08,0.01,0.09,0.08,0.09,Matches
278,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,26,1993,16,16,1373,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,0.7,0.7,0.4,0.04,0.03,0.07,0.04,0.07,Matches
279,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Arsenal,30,1989,3,1,111,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.18,0.18,0.37,0.18,0.37,Matches
280,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,33,1986,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.03,0.08,0.11,0.03,0.11,Matches
281,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,28,1991,17,16,1297,0,1,0,0,3,0,0.00,0.07,0.07,0.00,0.07,1.2,1.2,0.8,0.09,0.06,0.14,0.09,0.14,Matches
282,Simon Moore\Simon-Moore,eng ENG,GK,Sheffield Utd,29,1990,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
283,Aaron Mooy\Aaron-Mooy,au AUS,MF,Brighton,28,1990,14,12,988,1,1,0,0,2,1,0.09,0.09,0.18,0.09,0.18,1.1,1.1,1.4,0.10,0.13,0.22,0.10,0.22,Matches
284,Wesley Moraes\Wesley-Moraes,br BRA,FW,Aston Villa,22,1996,20,20,1719,4,1,0,1,3,0,0.21,0.05,0.26,0.21,0.26,4.9,4.0,0.9,0.25,0.05,0.30,0.21,0.26,Matches
285,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,35,1984,5,1,146,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
286,Ravel Morrison\Ravel-Morrison,eng ENG,MF,Sheffield Utd,26,1993,1,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.30,0.00,0.30,0.30,0.30,Matches
287,Mason Mount\Mason-Mount,eng ENG,MF,Chelsea,20,1999,20,18,1642,5,2,0,0,3,0,0.27,0.11,0.38,0.27,0.38,4.7,4.7,1.8,0.26,0.10,0.35,0.26,0.35,Matches
288,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,26,1992,18,10,924,4,1,0,0,2,0,0.39,0.10,0.49,0.39,0.49,3.8,3.8,0.5,0.37,0.05,0.42,0.37,0.42,Matches
289,Lys Mousset\Lys-Mousset,fr FRA,MF,Sheffield Utd,23,1996,17,8,794,5,3,0,0,0,0,0.57,0.34,0.91,0.57,0.91,2.6,2.6,2.0,0.30,0.23,0.53,0.30,0.53,Matches
290,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,32,1986,20,19,1710,1,5,0,0,4,0,0.05,0.26,0.32,0.05,0.32,0.6,0.6,3.8,0.03,0.20,0.23,0.03,0.23,Matches
291,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,35,1983,13,3,398,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,0.15,0.09,0.23,0.15,0.23,Matches
292,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,27,1992,3,1,170,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.18,0.00,0.18,0.18,0.18,Matches
293,Yoshinori Mutō\Yoshinori-Muto,jp JPN,MF,Newcastle Utd,27,1992,6,1,111,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.07,0.00,0.07,0.07,0.07,Matches
294,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MF,Tottenham,24,1995,1,0,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.89,0.00,0.89,0.89,0.89,Matches
295,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,25,1994,13,12,1062,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.01,0.04,0.05,0.01,0.05,Matches
296,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,DF,Leicester City,22,1996,19,18,1640,2,0,0,0,3,0,0.11,0.00,0.11,0.11,0.11,1.0,1.0,0.3,0.06,0.02,0.07,0.06,0.07,Matches
297,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,22,1996,14,9,777,2,1,0,0,2,0,0.23,0.12,0.35,0.23,0.35,0.4,0.4,1.1,0.04,0.12,0.17,0.04,0.17,Matches
298,Reiss Nelson\Reiss-Nelson,eng ENG,MF,Arsenal,19,1999,8,5,411,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.12,0.06,0.18,0.12,0.18,Matches
299,Pedro Neto\Pedro-Neto,pt POR,FW,Wolves,19,2000,13,2,287,0,2,0,0,1,0,0.00,0.63,0.63,0.00,0.63,0.5,0.5,1.7,0.14,0.52,0.66,0.14,0.66,Matches
300,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,22,1997,20,18,1560,2,1,0,0,4,0,0.12,0.06,0.17,0.12,0.17,0.8,0.8,1.1,0.05,0.06,0.11,0.05,0.11,Matches
301,Oumar Niasse\Oumar-Niasse,sn SEN,FWMF,Everton,29,1990,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
302,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,32,1987,16,16,1256,1,1,1,1,2,0,0.07,0.07,0.14,0.00,0.07,1.2,0.4,0.5,0.09,0.04,0.12,0.03,0.07,Matches
303,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,28,1991,20,20,1674,1,0,1,1,4,0,0.05,0.00,0.05,0.00,0.00,1.3,0.6,2.4,0.07,0.13,0.20,0.03,0.16,Matches
304,Ørjan Nyland\Orjan-Nyland,no NOR,GK,Aston Villa,28,1990,1,0,82,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
305,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,25,1994,20,20,1800,0,1,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.9,0.9,1.0,0.05,0.05,0.09,0.05,0.09,Matches
306,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,19,2000,8,3,258,1,0,0,0,0,0,0.35,0.00,0.35,0.35,0.35,0.2,0.2,0.2,0.07,0.06,0.13,0.07,0.13,Matches
307,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,31,1988,14,14,1260,2,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.7,0.7,0.0,0.05,0.00,0.05,0.05,0.05,Matches
308,Divock Origi\Divock-Origi,be BEL,FWMF,Liverpool,24,1995,15,4,389,3,1,0,0,0,0,0.69,0.23,0.93,0.69,0.93,1.9,1.9,0.1,0.43,0.02,0.45,0.43,0.45,Matches
309,Ben Osborn\Ben-Osborn,eng ENG,MF,Sheffield Utd,24,1994,4,0,50,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.47,0.47,0.00,0.47,Matches
310,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,31,1988,13,11,994,2,0,0,0,3,0,0.18,0.00,0.18,0.18,0.18,2.2,2.2,0.0,0.20,0.00,0.20,0.20,0.20,Matches
311,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MF,Liverpool,25,1993,12,5,511,1,0,0,0,0,0,0.18,0.00,0.18,0.18,0.18,1.3,1.3,0.4,0.22,0.06,0.29,0.22,0.29,Matches
312,Mesut Özil\Mesut-Ozil,de GER,MF,Arsenal,30,1988,10,10,820,0,1,0,0,0,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,1.4,0.08,0.15,0.23,0.08,0.23,Matches
313,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,24,1994,12,12,918,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.2,0.08,0.11,0.19,0.08,0.19,Matches
314,Sokratis Papastathopoulos\Sokratis-Papastathopoulos,gr GRE,DF,Arsenal,31,1988,16,16,1427,1,0,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.4,0.4,0.2,0.02,0.01,0.03,0.02,0.03,Matches
315,Troy Parrott\Troy-Parrott,ie IRL,FW,Tottenham,17,2002,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
316,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,31,1988,20,20,1800,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
317,Pedro\Pedro,es ESP,FWMF,Chelsea,32,1987,5,4,312,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.5,0.33,0.14,0.47,0.33,0.47,Matches
318,Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,Arsenal,24,1995,17,10,1022,2,3,1,1,2,0,0.18,0.26,0.44,0.09,0.35,3.4,2.6,1.7,0.30,0.15,0.45,0.23,0.38,Matches
319,Andreas Pereira\Andreas-Pereira,br BRA,MF,Manchester Utd,23,1996,17,14,1149,1,3,0,0,3,0,0.08,0.23,0.31,0.08,0.31,1.1,1.1,2.8,0.09,0.22,0.30,0.09,0.30,Matches
320,Ricardo Pereira\Ricardo-Pereira,pt POR,DFFW,Leicester City,25,1993,19,19,1710,2,1,0,0,1,0,0.11,0.05,0.16,0.11,0.16,0.6,0.6,1.7,0.03,0.09,0.12,0.03,0.12,Matches
321,Roberto Pereyra\Roberto-Pereyra,ar ARG,MF,Watford,28,1991,14,8,874,1,0,1,1,3,0,0.10,0.00,0.10,0.00,0.00,1.8,1.0,1.4,0.18,0.14,0.32,0.10,0.24,Matches
322,Ayoze Pérez\Ayoze-Perez,es ESP,FW,Leicester City,26,1993,17,14,1037,4,3,0,0,0,0,0.35,0.26,0.61,0.35,0.61,3.0,3.0,1.8,0.26,0.16,0.42,0.26,0.42,Matches
323,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,25,1994,20,20,1800,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
324,Erik Pieters\Erik-Pieters,nl NED,DF,Burnley,30,1988,15,14,1234,0,3,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.2,0.2,1.0,0.01,0.07,0.09,0.01,0.09,Matches
325,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,26,1993,7,5,521,0,2,0,1,0,0,0.00,0.35,0.35,0.00,0.35,1.6,0.9,1.5,0.28,0.26,0.55,0.15,0.42,Matches
326,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,27,1992,20,20,1800,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.00,0.03,0.03,0.00,0.03,Matches
327,Dennis Praet\Dennis-Praet,be BEL,MF,Leicester City,25,1994,14,6,560,0,1,0,0,0,0,0.00,0.16,0.16,0.00,0.16,0.5,0.5,0.6,0.08,0.10,0.18,0.08,0.18,Matches
328,Sebastian Prödl\Sebastian-Prodl,at AUT,DFMF,Watford,32,1987,1,1,57,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
329,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,27,1991,17,17,1530,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,1.2,1.2,1.1,0.07,0.06,0.14,0.07,0.14,Matches
330,Teemu Pukki\Teemu-Pukki,fi FIN,FW,Norwich City,29,1990,20,20,1787,9,3,0,0,3,0,0.45,0.15,0.60,0.45,0.60,7.8,7.8,3.0,0.39,0.15,0.54,0.39,0.54,Matches
331,Christian Pulisic\Christian-Pulisic,us USA,MF,Chelsea,20,1998,15,11,1010,5,2,0,0,0,0,0.45,0.18,0.62,0.45,0.62,5.0,5.0,2.0,0.44,0.18,0.62,0.44,0.62,Matches
332,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,19,1999,3,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.20,0.00,0.20,0.20,0.20,Matches
333,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,21,1998,20,20,1800,0,1,0,0,0,0,0.00,0.05,0.05,0.00,0.05,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
334,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,21,1997,20,20,1733,12,4,4,6,2,0,0.62,0.21,0.83,0.42,0.62,12.1,7.6,2.7,0.63,0.14,0.77,0.39,0.53,Matches
335,Nathan Redmond\Nathan-Redmond,eng ENG,MF,Southampton,25,1994,18,18,1522,2,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,3.2,3.2,1.8,0.19,0.10,0.30,0.19,0.30,Matches
336,Declan Rice\Declan-Rice,eng ENG,DF,West Ham,20,1999,19,19,1710,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.02,0.02,0.04,0.02,0.04,Matches
337,Richarlison\Richarlison,br BRA,FW,Everton,22,1997,20,20,1728,6,3,0,0,4,0,0.31,0.16,0.47,0.31,0.47,4.0,4.0,2.8,0.21,0.15,0.36,0.21,0.36,Matches
338,Diego Rico\Diego-Rico,es ESP,DF,Bournemouth,26,1993,16,16,1390,0,2,0,0,5,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,1.8,0.01,0.12,0.13,0.01,0.13,Matches
339,Jaïro Riedewald\Jairo-Riedewald,nl NED,DF,Crystal Palace,22,1996,4,2,205,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
340,Matt Ritchie\Matt-Ritchie,sco SCO,MF,Newcastle Utd,29,1989,3,3,270,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.13,0.16,0.02,0.16,Matches
341,Roberto\Roberto,es ESP,GK,West Ham,33,1986,8,7,686,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
342,Patrick Roberts\Patrick-Roberts,eng ENG,FWMF,Norwich City,22,1997,3,0,23,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
343,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,25,1994,19,18,1637,1,5,0,0,0,0,0.05,0.27,0.33,0.05,0.33,0.9,0.9,3.7,0.05,0.20,0.25,0.05,0.25,Matches
344,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,24,1995,14,9,641,1,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,2.1,2.1,0.4,0.29,0.06,0.35,0.29,0.35,Matches
345,Rodri\Rodri,es ESP,MF,Manchester City,23,1996,18,15,1345,2,1,0,0,4,0,0.13,0.07,0.20,0.13,0.20,0.4,0.4,0.8,0.03,0.05,0.08,0.03,0.08,Matches
346,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,30,1989,20,5,726,3,0,0,0,1,0,0.37,0.00,0.37,0.37,0.37,1.7,1.7,0.4,0.21,0.05,0.26,0.21,0.26,Matches
347,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,29,1990,3,1,120,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.08,0.00,0.08,0.08,0.08,Matches
