,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
218,Felix Kroos\Felix-Kroos,de GER,DFFW,Union Berlin,28,1991,6,2,170,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
219,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,26,1992,3,1,86,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
220,Pierre Kunde\Pierre-Kunde,cm CMR,,Mainz 05,24,1995,15,14,1207,2,0,0,0,4,0,0.15,0.00,0.15,0.15,0.15,1.8,1.8,1.6,0.14,0.12,0.25,0.14,0.25,Matches
221,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FW,Schalke 04,19,2000,10,0,176,2,1,0,0,1,0,1.02,0.51,1.53,1.02,1.53,0.7,0.7,1.0,0.37,0.49,0.86,0.37,0.86,Matches
222,Konrad Laimer\Konrad-Laimer,at AUT,MF,RB Leipzig,22,1997,15,13,1156,2,2,0,0,5,1,0.16,0.16,0.31,0.16,0.31,0.5,0.5,1.2,0.04,0.09,0.13,0.04,0.13,Matches
223,Stefan Lainer\Stefan-Lainer,at AUT,DF,M'gladbach,26,1992,15,15,1273,1,2,0,0,4,0,0.07,0.14,0.21,0.07,0.21,0.8,0.8,2.5,0.05,0.17,0.23,0.05,0.23,Matches
224,Michael Lang\Michael-Lang,ch SUI,DF,Werder Bremen,28,1991,8,6,534,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.06,0.10,0.16,0.06,0.16,Matches
225,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,31,1988,3,2,179,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.20,0.00,0.20,0.20,0.20,Matches
226,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,29,1989,10,6,543,0,1,0,0,2,0,0.00,0.17,0.17,0.00,0.17,0.5,0.5,0.9,0.08,0.15,0.24,0.08,0.24,Matches
227,Mathew Leckie\Mathew-Leckie,au AUS,FWMF,Hertha BSC,28,1991,4,1,118,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
228,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,24,1994,16,16,1399,0,1,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,1.2,0.03,0.08,0.10,0.03,0.10,Matches
229,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,30,1988,17,17,1501,19,2,2,2,4,0,1.14,0.12,1.26,1.02,1.14,15.8,14.3,3.4,0.95,0.20,1.15,0.86,1.06,Matches
230,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DFMF,Augsburg,35,1984,13,12,1015,0,1,0,0,4,1,0.00,0.09,0.09,0.00,0.09,0.0,0.0,0.5,0.00,0.05,0.05,0.00,0.05,Matches
231,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,23,1996,11,11,990,0,1,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.0,0.0,0.5,0.00,0.04,0.05,0.00,0.05,Matches
232,Jürgen Locadia\Jurgen-Locadia,nl NED,FW,Hoffenheim,25,1993,10,5,520,4,0,1,1,1,0,0.69,0.00,0.69,0.52,0.52,3.2,2.4,0.1,0.55,0.02,0.57,0.42,0.44,Matches
233,Ademola Lookman\Ademola-Lookman,eng ENG,FW,RB Leipzig,21,1997,3,1,132,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.02,0.04,0.07,0.02,0.07,Matches
234,Eduard Löwen\Eduard-Lowen,de GER,DF,Hertha BSC,22,1997,7,2,310,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.06,0.00,0.06,0.06,0.06,Matches
235,Dodi Lukebakio\Dodi-Lukebakio,cd COD,MF,Hertha BSC,21,1997,16,12,1063,4,4,0,0,0,0,0.34,0.34,0.68,0.34,0.68,2.3,2.3,2.3,0.19,0.20,0.39,0.19,0.39,Matches
236,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,20,1999,2,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.14,0.00,0.14,0.14,0.14,Matches
237,Streli Mamba\Streli-Mamba,de GER,FW,Paderborn 07,25,1994,13,11,934,5,2,0,0,3,0,0.48,0.19,0.67,0.48,0.67,3.6,3.6,1.5,0.35,0.14,0.49,0.35,0.49,Matches
238,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,22,1997,15,15,1327,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,2.1,0.01,0.14,0.16,0.01,0.16,Matches
239,Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,30,1988,11,5,559,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.01,0.03,0.02,0.03,Matches
240,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,26,1993,17,17,1489,0,1,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,0.8,0.02,0.05,0.07,0.02,0.07,Matches
241,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,22,1997,3,0,56,1,0,0,0,0,0,1.61,0.00,1.61,1.61,1.61,0.8,0.8,0.0,1.21,0.00,1.21,1.21,1.21,Matches
242,Rabbi Matondo\Rabbi-Matondo,wal WAL,FW,Schalke 04,18,2000,8,5,423,1,0,0,0,0,0,0.21,0.00,0.21,0.21,0.21,1.1,1.1,0.4,0.22,0.09,0.32,0.22,0.32,Matches
243,Philipp Max\Philipp-Max,de GER,DF,Augsburg,25,1993,15,15,1335,6,4,1,1,3,0,0.40,0.27,0.67,0.34,0.61,2.6,1.8,2.5,0.17,0.17,0.34,0.12,0.29,Matches
244,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,29,1990,5,0,112,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.08,0.39,0.46,0.08,0.46,Matches
245,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,24,1995,5,4,371,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.4,0.4,0.3,0.09,0.08,0.18,0.09,0.18,Matches
246,Weston McKennie\Weston-McKennie,us USA,MF,Schalke 04,20,1998,13,10,894,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.8,0.11,0.08,0.19,0.11,0.19,Matches
247,Joshua Mees\Joshua-Mees,de GER,FW,Union Berlin,23,1996,7,0,155,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.18,0.03,0.21,0.18,0.21,Matches
248,Admir Mehmedi\Admir-Mehmedi,ch SUI,FWMF,Wolfsburg,28,1991,9,7,531,1,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,0.3,0.3,0.5,0.06,0.09,0.15,0.06,0.15,Matches
249,Münir Mercan\Munir-Mercan,de GER,MF,Schalke 04,18,2000,2,0,4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
250,Jorge Meré\Jorge-Mere,es ESP,DF,Köln,22,1997,5,3,291,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches
251,Sven Michel\Sven-Michel,de GER,FW,Paderborn 07,29,1990,17,8,806,2,1,0,0,2,0,0.22,0.11,0.33,0.22,0.33,2.7,2.7,0.6,0.30,0.07,0.37,0.30,0.37,Matches
252,Juan Miranda\Juan-Miranda,es ESP,,Schalke 04,19,2000,3,2,257,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.03,0.06,0.03,0.06,Matches
253,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DF,Hertha BSC,22,1997,13,10,918,1,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,0.3,0.3,0.5,0.03,0.05,0.09,0.03,0.09,Matches
254,Anthony Modeste\Anthony-Modeste,fr FRA,FW,Köln,31,1988,13,8,658,1,1,0,0,1,0,0.14,0.14,0.27,0.14,0.27,0.8,0.8,0.6,0.11,0.09,0.20,0.11,0.20,Matches
255,Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,26,1993,1,0,73,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.19,0.00,0.19,0.19,0.19,Matches
256,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,33,1985,6,6,540,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.06,0.00,0.06,0.06,0.06,Matches
257,Alfredo Morales\Alfredo-Morales,us USA,DFMF,Düsseldorf,29,1990,12,10,935,1,2,0,0,6,0,0.10,0.19,0.29,0.10,0.29,0.8,0.8,0.6,0.07,0.06,0.13,0.07,0.13,Matches
258,Jan Morávek\Jan-Moravek,cz CZE,FWMF,Augsburg,29,1989,10,4,448,0,1,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,0.4,0.01,0.08,0.09,0.01,0.09,Matches
259,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,21,1997,12,9,744,2,1,0,0,0,0,0.24,0.12,0.36,0.24,0.36,0.8,0.8,0.6,0.09,0.08,0.17,0.09,0.17,Matches
260,Florian Müller\Florian-Muller,de GER,GK,Mainz 05,21,1997,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
261,Thomas Müller\Thomas-Muller,de GER,FWMF,Bayern Munich,29,1989,17,11,963,2,10,0,0,3,0,0.19,0.93,1.12,0.19,1.12,3.9,3.9,6.0,0.37,0.56,0.93,0.37,0.93,Matches
262,Yvon Mvogo\Yvon-Mvogo,ch SUI,GK,RB Leipzig,25,1994,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
263,Obite N'Dicka\Obite-NDicka,fr FRA,,Eint Frankfurt,19,1999,8,7,630,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.9,0.03,0.12,0.15,0.03,0.15,Matches
264,Matija Nastasić\Matija-Nastasic,rs SRB,DF,Schalke 04,26,1993,5,4,374,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.18,0.00,0.18,0.18,0.18,Matches
265,Manuel Neuer\Manuel-Neuer,de GER,GK,Bayern Munich,33,1986,17,17,1530,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
266,Florian Neuhaus\Florian-Neuhaus,de GER,MF,M'gladbach,22,1997,14,12,1053,1,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,3.3,3.3,2.0,0.28,0.17,0.45,0.28,0.45,Matches
267,Moussa Niakhate\Moussa-Niakhate,fr FRA,DFFW,Mainz 05,23,1996,16,16,1440,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.8,0.8,0.6,0.05,0.03,0.08,0.05,0.08,Matches
268,Florian Niederlechner\Florian-Niederlechner,de GER,FW,Augsburg,28,1990,17,17,1454,8,6,1,1,1,0,0.50,0.37,0.87,0.43,0.80,6.8,6.1,4.6,0.42,0.29,0.71,0.38,0.66,Matches
269,Christopher Nkunku\Christopher-Nkunku,fr FRA,MF,RB Leipzig,21,1997,16,8,854,3,7,0,0,1,0,0.32,0.74,1.05,0.32,1.05,4.4,4.4,4.5,0.46,0.47,0.93,0.46,0.93,Matches
270,Lukas Nmecha\Lukas-Nmecha,de GER,FW,Wolfsburg,20,1998,6,1,127,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.25,0.05,0.30,0.25,0.30,Matches
271,Håvard Nordtveit\Havard-Nordtveit,no NOR,DFMF,Hoffenheim,29,1990,3,1,143,0,1,0,0,0,0,0.00,0.63,0.63,0.00,0.63,0.0,0.0,0.3,0.00,0.20,0.20,0.00,0.20,Matches
272,Alexander Nübel\Alexander-Nubel,de GER,GK,Schalke 04,22,1996,15,15,1325,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
273,Kasim Nuhu\Kasim-Nuhu,gh GHA,DF,Düsseldorf,24,1995,11,10,907,1,0,0,0,0,0,0.10,0.00,0.10,0.10,0.10,0.9,0.9,0.0,0.09,0.00,0.09,0.09,0.09,Matches
274,Bastian Oczipka\Bastian-Oczipka,de GER,DFMF,Schalke 04,30,1989,17,17,1530,0,3,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.1,0.1,1.7,0.01,0.10,0.11,0.01,0.11,Matches
275,Cauly Oliveira Souza\Cauly-Oliveira-Souza,br BRA,MF,Paderborn 07,23,1995,13,8,717,2,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,1.6,1.6,0.6,0.20,0.07,0.28,0.20,0.28,Matches
276,Karim Onisiwo\Karim-Onisiwo,at AUT,FW,Mainz 05,27,1992,15,8,766,3,4,0,0,2,0,0.35,0.47,0.82,0.35,0.82,2.2,2.2,1.7,0.25,0.20,0.45,0.25,0.45,Matches
277,Willi Orban\Willi-Orban,hu HUN,DF,RB Leipzig,26,1992,9,9,810,1,0,0,0,0,0,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.1,0.07,0.01,0.08,0.07,0.08,Matches
278,Yuya Osako\Yuya-Osako,jp JPN,FW,Werder Bremen,29,1990,12,12,948,4,1,0,0,1,0,0.38,0.09,0.47,0.38,0.47,3.6,3.6,1.4,0.34,0.13,0.48,0.34,0.48,Matches
279,Paulo Otávio\Paulo-Otavio,br BRA,DF,Wolfsburg,24,1994,1,0,23,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.33,0.33,0.00,0.33,Matches
280,Reece Oxford\Reece-Oxford,eng ENG,DF,Augsburg,20,1998,8,2,316,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
281,Levin Öztunalı\Levin-Oztunali,de GER,MF,Mainz 05,23,1996,12,11,965,3,2,0,0,1,0,0.28,0.19,0.47,0.28,0.47,0.9,0.9,1.9,0.08,0.17,0.26,0.08,0.26,Matches
282,Gonçalo Paciência\Goncalo-Paciencia,pt POR,FW,Eint Frankfurt,24,1994,16,13,1087,7,1,1,1,3,0,0.58,0.08,0.66,0.50,0.58,5.8,5.1,1.7,0.48,0.14,0.62,0.42,0.56,Matches
283,Michael Parensen\Michael-Parensen,de GER,DFMF,Union Berlin,33,1986,5,4,418,1,0,0,0,2,0,0.22,0.00,0.22,0.22,0.22,0.7,0.7,0.5,0.16,0.11,0.26,0.16,0.26,Matches
284,Paulinho\Paulinho,br BRA,FW,Bayer,19,2000,6,0,79,1,0,0,0,1,0,1.14,0.00,1.14,1.14,1.14,0.6,0.6,0.0,0.67,0.00,0.67,0.67,0.67,Matches
285,Benjamin Pavard\Benjamin-Pavard,fr FRA,DF,Bayern Munich,23,1996,16,16,1440,2,2,0,0,2,0,0.12,0.12,0.25,0.12,0.25,0.3,0.3,1.9,0.02,0.12,0.14,0.02,0.14,Matches
286,Jiří Pavlenka\Jiri-Pavlenka,cz CZE,GK,Werder Bremen,27,1992,17,17,1530,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
287,Mads Pedersen\Mads-Pedersen,dk DEN,DF,Augsburg,22,1996,2,1,95,0,1,0,0,0,0,0.00,0.95,0.95,0.00,0.95,0.0,0.0,0.5,0.00,0.51,0.51,0.00,0.51,Matches
288,Ivan Perišić\Ivan-Perisic,hr CRO,MF,Bayern Munich,30,1989,12,6,701,3,2,0,0,1,0,0.39,0.26,0.64,0.39,0.64,2.1,2.1,1.3,0.27,0.17,0.44,0.27,0.44,Matches
289,Pavao Pervan\Pavao-Pervan,at AUT,GK,Wolfsburg,31,1987,8,8,720,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
290,Nils Petersen\Nils-Petersen,de GER,FW,Freiburg,30,1988,17,14,1380,7,1,1,1,1,0,0.46,0.07,0.52,0.39,0.46,4.8,4.1,1.3,0.32,0.09,0.40,0.27,0.35,Matches
291,Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Mainz 05,21,1998,3,3,242,0,1,0,0,1,0,0.00,0.37,0.37,0.00,0.37,0.0,0.0,0.2,0.01,0.07,0.08,0.01,0.08,Matches
292,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DFMF,Dortmund,34,1985,13,9,770,0,3,0,0,1,0,0.00,0.35,0.35,0.00,0.35,0.2,0.2,1.7,0.02,0.20,0.22,0.02,0.22,Matches
293,Claudio Pizarro\Claudio-Pizarro,pe PER,FW,Werder Bremen,40,1978,12,0,179,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.19,0.32,0.51,0.19,0.51,Matches
294,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,27,1992,8,8,720,0,1,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,1.3,0.04,0.16,0.20,0.04,0.20,Matches
295,Alassane Pléa\Alassane-Plea,fr FRA,MF,M'gladbach,26,1993,15,14,1168,5,5,0,0,0,0,0.39,0.39,0.77,0.39,0.77,6.3,6.3,3.6,0.48,0.28,0.76,0.48,0.76,Matches
296,Thomas Pledl\Thomas-Pledl,de GER,MF,Düsseldorf,25,1994,3,0,53,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.09,0.14,0.23,0.09,0.23,Matches
297,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,FW,Bayer,24,1994,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
298,Sebastian Polter\Sebastian-Polter,de GER,FW,Union Berlin,28,1991,9,2,259,2,1,2,2,1,1,0.69,0.35,1.04,0.00,0.35,1.9,0.4,1.0,0.68,0.36,1.04,0.15,0.51,Matches
299,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,22,1997,13,13,1087,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.1,0.11,0.01,0.12,0.11,0.12,Matches
300,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,25,1994,13,9,831,3,4,0,0,2,0,0.32,0.43,0.76,0.32,0.76,3.3,3.3,1.1,0.36,0.11,0.47,0.36,0.47,Matches
301,Kai Pröger\Kai-Proger,de GER,,Paderborn 07,27,1992,15,11,1029,2,4,0,0,0,0,0.17,0.35,0.52,0.17,0.52,1.5,1.5,2.3,0.13,0.20,0.34,0.13,0.34,Matches
302,Grischa Prömel\Grischa-Promel,de GER,MF,Union Berlin,24,1995,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.06,0.02,0.08,0.06,0.08,Matches
303,Robin Quaison\Robin-Quaison,se SWE,MF,Mainz 05,25,1993,16,15,1268,7,1,0,0,1,0,0.50,0.07,0.57,0.50,0.57,6.3,6.3,0.6,0.45,0.04,0.49,0.45,0.49,Matches
304,Raffael\Raffael,br BRA,FWMF,M'gladbach,34,1985,5,0,48,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.56,0.38,0.94,0.56,0.94,Matches
305,Benito Raman\Benito-Raman,be BEL,FW,Schalke 04,24,1994,11,10,776,4,2,0,0,1,0,0.46,0.23,0.70,0.46,0.70,3.3,3.3,1.2,0.38,0.14,0.52,0.38,0.52,Matches
306,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,23,1996,13,13,1107,7,3,2,2,2,0,0.57,0.24,0.81,0.41,0.65,4.3,2.9,1.8,0.35,0.15,0.50,0.23,0.38,Matches
307,Ante Rebić\Ante-Rebic,hr CRO,FWMF,Eint Frankfurt,25,1993,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.11,0.14,0.24,0.11,0.24,Matches
308,Daishawn Redan\Daishawn-Redan,nl NED,FW,Hertha BSC,18,2001,1,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,1.12,0.00,1.12,1.12,1.12,Matches
309,Fabian Reese\Fabian-Reese,de GER,FW,Schalke 04,21,1997,2,1,86,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.09,0.38,0.47,0.09,0.47,Matches
310,Ken Reichel\Ken-Reichel,de GER,DF,Union Berlin,32,1986,2,1,131,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
311,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,24,1994,11,11,990,1,0,0,0,0,0,0.09,0.00,0.09,0.09,0.09,0.5,0.5,0.0,0.05,0.00,0.05,0.05,0.05,Matches
312,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Bayer,20,1998,3,1,114,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
313,Marco Reus\Marco-Reus,de GER,FWMF,Dortmund,30,1989,16,15,1271,9,3,0,0,1,0,0.64,0.21,0.85,0.64,0.85,6.6,6.6,1.8,0.46,0.13,0.59,0.46,0.59,Matches
314,Marco Richter\Marco-Richter,de GER,FW,Augsburg,21,1997,14,11,943,3,2,0,0,1,0,0.29,0.19,0.48,0.29,0.48,3.3,3.3,1.5,0.32,0.14,0.46,0.32,0.46,Matches
315,Marcel Risse\Marcel-Risse,de GER,FWMF,Köln,29,1989,5,0,115,0,2,0,0,1,0,0.00,1.57,1.57,0.00,1.57,0.1,0.1,0.5,0.09,0.37,0.46,0.09,0.46,Matches
316,Marlon Ritter\Marlon-Ritter,de GER,FW,Paderborn 07,24,1994,3,0,55,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.37,0.03,0.41,0.37,0.41,Matches
317,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,28,1990,13,11,762,2,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.7,0.7,0.3,0.09,0.04,0.12,0.09,0.12,Matches
318,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DFMF,Wolfsburg,26,1993,15,15,1311,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,0.4,0.4,1.1,0.03,0.08,0.10,0.03,0.10,Matches
319,Sebastian Rudy\Sebastian-Rudy,de GER,MF,Hoffenheim,29,1990,16,16,1440,1,3,0,0,5,0,0.06,0.19,0.25,0.06,0.25,0.7,0.7,1.6,0.05,0.10,0.14,0.05,0.14,Matches
320,Lukas Rupp\Lukas-Rupp,de GER,MF,Hoffenheim,28,1991,7,4,341,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.07,0.01,0.08,0.07,0.08,Matches
321,Julian Ryerson\Julian-Ryerson,no NOR,DF,Union Berlin,21,1997,4,0,23,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,2.13,0.00,2.13,2.13,2.13,Matches
322,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Eint Frankfurt,26,1992,8,8,720,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
323,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FW,Wolfsburg,25,1994,16,13,1083,1,0,0,0,2,0,0.08,0.00,0.08,0.08,0.08,3.1,3.1,0.2,0.26,0.02,0.27,0.26,0.27,Matches
324,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,MF,Paderborn 07,22,1996,10,4,483,2,0,0,0,2,0,0.37,0.00,0.37,0.37,0.37,1.1,1.1,0.2,0.21,0.05,0.25,0.21,0.25,Matches
325,Marcel Sabitzer\Marcel-Sabitzer,at AUT,FWMF,RB Leipzig,25,1994,17,16,1327,6,4,0,0,2,0,0.41,0.27,0.68,0.41,0.68,4.4,4.4,3.0,0.30,0.20,0.51,0.30,0.51,Matches
326,Nuri Şahin\Nuri-Sahin,tr TUR,MF,Werder Bremen,30,1988,13,13,1021,0,3,0,0,4,1,0.00,0.26,0.26,0.00,0.26,0.1,0.1,2.6,0.01,0.23,0.24,0.01,0.24,Matches
327,Roland Sallai\Roland-Sallai,hu HUN,FW,Freiburg,22,1997,8,4,407,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,0.17,0.04,0.20,0.17,0.20,Matches
328,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,23,1996,7,4,261,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
329,Renato Sanches\Renato-Sanches,pt POR,MF,Bayern Munich,21,1997,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
330,Jadon Sancho\Jadon-Sancho,eng ENG,MF,Dortmund,19,2000,15,14,1182,9,9,0,0,0,0,0.69,0.69,1.37,0.69,1.37,3.9,3.9,3.8,0.30,0.29,0.59,0.30,0.59,Matches
331,Salif Sané\Salif-Sane,sn SEN,DFMF,Schalke 04,28,1990,10,8,675,2,1,0,0,3,0,0.27,0.13,0.40,0.27,0.40,0.5,0.5,0.3,0.07,0.05,0.12,0.07,0.12,Matches
332,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,21,1998,4,1,177,1,0,0,0,1,0,0.51,0.00,0.51,0.51,0.51,0.4,0.4,0.3,0.21,0.17,0.38,0.21,0.38,Matches
333,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,19,2000,11,6,553,2,2,0,0,0,0,0.33,0.33,0.65,0.33,0.65,2.0,2.0,0.2,0.33,0.04,0.37,0.33,0.37,Matches
334,Louis Schaub\Louis-Schaub,at AUT,MF,Köln,24,1994,9,7,627,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,0.6,0.6,1.3,0.09,0.18,0.27,0.09,0.27,Matches
