"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","Drib_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","Drib_GCA","Sh_GCA","Fld_GCA","Def_GCA","Url"
"1966",2022,"Roma","Serie A","Tammy Abraham","ENG","FW","24-104",1997,18.6,54,2.91,36,1,0,11,4,2,8,0.43,3,0,0,3,2,0,"https://fbref.com/en/players/f586779e/Tammy-Abraham"
"1967",2022,"Roma","Serie A","Felix Afena-Gyan","GHA","FW,MF","18-360",2003,2.8,10,3.52,5,0,1,2,1,1,1,0.35,0,0,1,0,0,0,"https://fbref.com/en/players/0154d290/Felix-Afena-Gyan"
"1968",2022,"Roma","Serie A","Edoardo Bove","ITA","MF,DF","19-243",2002,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ae94a6c5/Edoardo-Bove"
"1969",2022,"Roma","Serie A","Riccardo Calafiori","ITA","DF","19-240",2002,1.9,3,1.55,2,0,1,0,0,0,2,1.03,1,0,1,0,0,0,"https://fbref.com/en/players/aded8e6f/Riccardo-Calafiori"
"1970",2022,"Roma","Serie A","Bryan Cristante","ITA","MF","26-317",1995,16.8,19,1.13,13,0,0,3,1,2,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/16657b95/Bryan-Cristante"
"1971",2022,"Roma","Serie A","Ebrima Darboe","GAM","MF","20-222",2001,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cf043a33/Ebrima-Darboe"
"1972",2022,"Roma","Serie A","Amadou Diawara","GUI","MF","24-181",1997,1.9,1,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bf309d24/Amadou-Diawara"
"1973",2022,"Roma","Serie A","Roger Ibanez","BRA","DF","23-052",1998,20,19,0.95,19,0,0,0,0,0,1,0.05,1,0,0,0,0,0,"https://fbref.com/en/players/82efe6fa/Roger-Ibanez"
"1974",2022,"Roma","Serie A","Rick Karsdorp","NED","DF","26-337",1995,18.3,42,2.29,38,0,3,0,1,0,1,0.05,1,0,0,0,0,0,"https://fbref.com/en/players/9f84febe/Rick-Karsdorp"
"1975",2022,"Roma","Serie A","Marash Kumbulla","ALB","DF","21-340",2000,3.4,1,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a40819d9/Marash-Kumbulla"
"1976",2022,"Roma","Serie A","Ainsley Maitland-Niles","ENG","DF","24-138",1997,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e3a5814e/Ainsley-Maitland-Niles"
"1977",2022,"Roma","Serie A","Gianluca Mancini","ITA","DF","25-272",1996,18.8,17,0.9,13,0,0,2,1,1,1,0.05,1,0,0,0,0,0,"https://fbref.com/en/players/5aa53281/Gianluca-Mancini"
"1978",2022,"Roma","Serie A","Borja Mayoral","ESP","FW,DF","24-284",1997,1.1,1,0.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/64e8ed6d/Borja-Mayoral"
"1979",2022,"Roma","Serie A","Henrikh Mkhitaryan","ARM","MF,FW","32-358",1989,17.4,42,2.41,30,1,4,3,2,2,7,0.4,5,0,1,1,0,0,"https://fbref.com/en/players/dd0daf32/Henrikh-Mkhitaryan"
"1980",2022,"Roma","Serie A","Rui Patrício","POR","GK","33-333",1988,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/79b0d6a0/Rui-Patricio"
"1981",2022,"Roma","Serie A","Lorenzo Pellegrini","ITA","MF","25-209",1996,13.8,83,6.02,34,26,7,10,5,1,8,0.58,4,2,0,2,0,0,"https://fbref.com/en/players/4a5a45c7/Lorenzo-Pellegrini"
"1982",2022,"Roma","Serie A","Carles Pérez","ESP","MF,FW","23-332",1998,3.6,23,6.35,11,4,3,4,1,0,1,0.28,1,0,0,0,0,0,"https://fbref.com/en/players/a8f21b9f/Carles-Perez"
"1983",2022,"Roma","Serie A","Bryan Reynolds","USA","DF","20-200",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2306bf5c/Bryan-Reynolds"
"1984",2022,"Roma","Serie A","Stephan El Shaarawy","ITA","DF,FW","29-079",1992,7.5,23,3.08,20,0,1,2,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy"
"1985",2022,"Roma","Serie A","Eldor Shomurodov","UZB","FW","26-199",1995,6,16,2.66,15,0,1,0,0,0,5,0.83,4,0,1,0,0,0,"https://fbref.com/en/players/57469b2d/Eldor-Shomurodov"
"1986",2022,"Roma","Serie A","Chris Smalling","ENG","DF","32-053",1989,9.2,3,0.32,1,0,0,2,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b6964eb6/Chris-Smalling"
"1987",2022,"Roma","Serie A","Jordan Veretout","FRA","MF","28-319",1993,18.3,64,3.5,36,23,0,5,0,0,9,0.49,4,4,0,1,0,0,"https://fbref.com/en/players/4a56052c/Jordan-Veretout"
"1988",2022,"Roma","Serie A","Matías Viña","URU","DF","24-066",1997,13.8,31,2.24,22,3,3,2,1,0,2,0.14,1,1,0,0,0,0,"https://fbref.com/en/players/08eb3b58/Matias-Vina"
"1989",2022,"Roma","Serie A","Cristian Volpato","AUS","MF","18-060",2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/72f87f25/Cristian-Volpato"
"1990",2022,"Roma","Serie A","Nicola Zalewski","POL","FW,DF","19-356",2002,0.2,1,5.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/45191c29/Nicola-Zalewski"
"1991",2022,"Roma","Serie A","Nicolò Zaniolo","ITA","FW","22-196",1999,13.7,49,3.58,25,2,7,7,6,2,6,0.44,2,0,1,1,2,0,"https://fbref.com/en/players/9907b1c8/Nicolo-Zaniolo"
"1992",2022,"Saint-Étienne","Ligue 1","Charles Abi","FRA","FW","21-277",2000,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/469d3d84/Charles-Abi"
"1993",2022,"Saint-Étienne","Ligue 1","Adil Aouchiche","FRA","MF,FW","19-183",2002,6.1,18,2.96,9,3,2,0,4,0,2,0.33,1,1,0,0,0,0,"https://fbref.com/en/players/b94b8be1/Adil-Aouchiche"
"1994",2022,"Saint-Étienne","Ligue 1","Stefan Bajic","FRA","GK","20-022",2001,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/be13e5a8/Stefan-Bajic"
"1995",2022,"Saint-Étienne","Ligue 1","Denis Bouanga","GAB","FW,MF","27-064",1994,12.2,29,2.38,14,3,8,2,0,2,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0b0cbe5b/Denis-Bouanga"
"1996",2022,"Saint-Étienne","Ligue 1","Ryad Boudebouz","ALG","MF,FW","31-329",1990,10.7,38,3.54,27,7,1,1,1,1,1,0.09,1,0,0,0,0,0,"https://fbref.com/en/players/1001ae82/Ryad-Boudebouz"
"1997",2022,"Saint-Étienne","Ligue 1","Lucas Calodat","FRA","DF","19-342",2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7a72e960/Lucas-Calodat"
"1998",2022,"Saint-Étienne","Ligue 1","Mahdi Camara","FRA","MF,DF","23-198",1998,17.4,46,2.65,33,5,4,1,3,0,1,0.06,1,0,0,0,0,0,"https://fbref.com/en/players/8577e60a/Mahdi-Camara"
"1999",2022,"Saint-Étienne","Ligue 1","Elhadji Dieye","SEN","MF,DF","19-223",2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6a04bb7c/Elhadji-Dieye"
"2000",2022,"Saint-Étienne","Ligue 1","Assane Dioussé","SEN","MF","24-116",1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7f622eef/Assane-Diousse"
"2001",2022,"Saint-Étienne","Ligue 1","Bryan Djile Nokoué","CMR","DF,MF","19-236",2002,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/75186a6a/Bryan-Djile-Nokoue"
"2002",2022,"Saint-Étienne","Ligue 1","Lucas Douath","FRA","MF","18-162",2003,6.9,3,0.43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3cd7820a/Lucas-Douath"
"2003",2022,"Saint-Étienne","Ligue 1","Etienne Green","ENG","GK","21-179",2000,13.3,2,0.15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/667b65da/Etienne-Green"
"2004",2022,"Saint-Étienne","Ligue 1","Romain Hamouma","FRA","FW","34-291",1987,7.3,20,2.74,14,2,2,0,2,0,1,0.14,0,0,0,0,1,0,"https://fbref.com/en/players/0b4d8274/Romain-Hamouma"
"2005",2022,"Saint-Étienne","Ligue 1","Juan Ignacio Ramírez","URU","FW","24-347",1997,1.4,1,0.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ad513a6b/Juan-Ignacio-Ramirez"
"2006",2022,"Saint-Étienne","Ligue 1","Wahbi Khazri","TUN","FW,MF","30-340",1991,16.9,43,2.55,29,4,3,2,4,1,2,0.12,0,0,0,0,1,1,"https://fbref.com/en/players/2677a1de/Wahbi-Khazri"
"2007",2022,"Saint-Étienne","Ligue 1","Timothée Kolodziejczak","FRA","DF","30-105",1991,15.1,18,1.19,16,0,0,2,0,0,3,0.2,2,0,0,1,0,0,"https://fbref.com/en/players/ab096c6f/Timothee-Kolodziejczak"
"2008",2022,"Saint-Étienne","Ligue 1","Jean-Philippe Krasso","FRA","FW","24-181",1997,4.7,10,2.11,5,0,2,1,2,0,3,0.63,2,0,0,1,0,0,"https://fbref.com/en/players/037f2523/Jean-Philippe-Krasso"
"2009",2022,"Saint-Étienne","Ligue 1","Yanis Lhery","FRA","FW,MF","18-252",2003,0.7,1,1.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cc972842/Yanis-Lhery"
"2010",2022,"Saint-Étienne","Ligue 1","Yvann Macon","FRA","DF","23-105",1998,10.4,17,1.64,15,2,0,0,0,0,2,0.19,2,0,0,0,0,0,"https://fbref.com/en/players/0bb6e193/Yvann-Macon"
"2011",2022,"Saint-Étienne","Ligue 1","Aimen Moueffek","FRA","MF","20-280",2001,2.9,4,1.36,2,0,1,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2591b066/Aimen-Moueffek"
"2012",2022,"Saint-Étienne","Ligue 1","Harold Moukoudi","CMR","DF","24-048",1997,12.2,4,0.33,2,0,0,1,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5f26e0c5/Harold-Moukoudi"
"2013",2022,"Saint-Étienne","Ligue 1","Mickael Nade","FRA","DF","22-316",1999,10.9,8,0.74,5,0,0,0,2,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a6b6fa6e/Mickael-Nade"
"2014",2022,"Saint-Étienne","Ligue 1","Yvan Neyou","CMR","MF","25-011",1997,9.9,12,1.21,10,1,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0ad37003/Yvan-Neyou"
"2015",2022,"Saint-Étienne","Ligue 1","Arnaud Nordin","FRA","MF,FW","23-211",1998,9.8,34,3.47,16,10,2,3,2,1,5,0.51,1,3,0,0,1,0,"https://fbref.com/en/players/7b9a9e25/Arnaud-Nordin"
"2016",2022,"Saint-Étienne","Ligue 1","Maxence Rivera","FRA","FW","19-229",2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/46a7b605/Maxence-Rivera"
"2017",2022,"Saint-Étienne","Ligue 1","Mathys Saban","FRA","FW,MF","19-244",2002,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7d9f3d69/Mathys-Saban"
"2018",2022,"Saint-Étienne","Ligue 1","Gabriel Silva","BRA","DF","30-246",1991,2.5,3,1.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4914ed4a/Gabriel-Silva"
"2019",2022,"Saint-Étienne","Ligue 1","Nelson Sissoko","FRA","DF","24-313",1997,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/12bd0579/Nelson-Sissoko"
"2020",2022,"Saint-Étienne","Ligue 1","Saidou Sow","GUI","DF","19-194",2002,9.3,5,0.54,4,1,0,0,0,0,1,0.11,1,0,0,0,0,0,"https://fbref.com/en/players/f6b94e8d/Saidou-Sow"
"2021",2022,"Saint-Étienne","Ligue 1","Miguel Trauco","PER","DF","29-142",1992,8.3,11,1.32,5,4,0,1,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e4b72e34/Miguel-Trauco"
"2022",2022,"Saint-Étienne","Ligue 1","Zaydou Youssouf","FRA","MF","22-187",1999,9.3,20,2.14,15,0,0,3,1,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e2f9bb5f/Zaydou-Youssouf"
"2023",2022,"Salernitana","Serie A","Ramzi Aya","ITA","DF","31-165",1990,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6a1f66a7/Ramzi-Aya"
"2024",2022,"Salernitana","Serie A","Vid Belec","SVN","GK","31-222",1990,18,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4f8ce0e1/Vid-Belec"
"2025",2022,"Salernitana","Serie A","Luka Bogdan","CRO","DF","25-294",1996,3.4,1,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cb678320/Luka-Bogdan"
"2026",2022,"Salernitana","Serie A","Federico Bonazzoli","ITA","FW","24-238",1997,10.1,14,1.39,10,0,0,2,1,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bf57eaab/Federico-Bonazzoli"
"2027",2022,"Salernitana","Serie A","Leonardo Capezzi","ITA","MF","26-292",1995,1.9,1,0.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/07ea0ef2/Leonardo-Capezzi"
"2028",2022,"Salernitana","Serie A","Lassana Coulibaly","MLI","MF","25-279",1996,11.5,12,1.04,10,0,0,2,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/85a44ecc/Lassana-Coulibaly"
"2029",2022,"Salernitana","Serie A","Mamadou Coulibaly","SEN","MF,FW","22-345",1999,8.2,18,2.2,15,0,1,1,1,0,1,0.12,0,0,1,0,0,0,"https://fbref.com/en/players/c976160c/Mamadou-Coulibaly"
"2030",2022,"Salernitana","Serie A","Filippo Delli Carri","ITA","DF","22-256",1999,1.7,3,1.74,2,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d2e8fd9b/Filippo-Delli-Carri"
"2031",2022,"Salernitana","Serie A","Francesco Di Tacchio","ITA","MF","31-269",1990,11.9,9,0.75,7,1,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b5c3ff9f/Francesco-Di-Tacchio"
"2032",2022,"Salernitana","Serie A","Vincenzo Fiorillo","ITA","GK","32-001",1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a2565f79/Vincenzo-Fiorillo"
"2033",2022,"Salernitana","Serie A","Riccardo Gagliolo","SWE","DF","31-261",1990,10.8,3,0.28,0,1,0,2,0,0,1,0.09,0,0,0,1,0,0,"https://fbref.com/en/players/173061c0/Riccardo-Gagliolo"
"2034",2022,"Salernitana","Serie A","Cedric Gondo","CIV","FW","25-050",1996,6.9,22,3.2,17,0,1,1,3,0,1,0.15,0,0,0,0,1,0,"https://fbref.com/en/players/ff37d2ef/Cedric-Gondo"
"2035",2022,"Salernitana","Serie A","Norbert Gyömbér","SVK","DF","29-195",1992,16.7,7,0.42,5,0,0,1,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0be276c6/Norbert-Gyomber"
"2036",2022,"Salernitana","Serie A","Pawel Jaroszynski","POL","DF","27-104",1994,4.9,8,1.62,5,3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/958a601f/Pawel-Jaroszynski"
"2037",2022,"Salernitana","Serie A","Grigoris Kastanos","CYP","MF","23-349",1998,8.5,33,3.87,15,10,3,3,1,1,2,0.23,1,1,0,0,0,0,"https://fbref.com/en/players/2a82aa85/Grigoris-Kastanos"
"2038",2022,"Salernitana","Serie A","Wajdi Kechrida","TUN","DF,MF","26-070",1995,8.6,15,1.75,12,2,0,1,0,0,1,0.12,0,0,0,1,0,0,"https://fbref.com/en/players/11962fe7/Wajdi-Kechrida"
"2039",2022,"Salernitana","Serie A","Julian Kristoffersen","NOR","FW","24-249",1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b804c280/Julian-Kristoffersen"
"2040",2022,"Salernitana","Serie A","Simeon Nwankwo","NGA","FW","29-252",1992,9.2,17,1.84,11,0,1,3,2,0,2,0.22,1,0,1,0,0,0,"https://fbref.com/en/players/80dbbd10/Simeon-Nwankwo"
"2041",2022,"Salernitana","Serie A","Joel Obi","NGA","MF","30-237",1991,9.1,17,1.87,13,3,0,1,0,0,1,0.11,1,0,0,0,0,0,"https://fbref.com/en/players/614c38fb/Joel-Obi"
"2042",2022,"Salernitana","Serie A","Luca Ranieri","ITA","DF","22-266",1999,14.2,19,1.34,17,1,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8c63fae5/Luca-Ranieri"
"2043",2022,"Salernitana","Serie A","Franck Ribéry","FRA","MF,FW","38-282",1983,9.9,37,3.74,28,4,1,1,2,1,2,0.2,2,0,0,0,0,0,"https://fbref.com/en/players/f61c7c4e/Franck-Ribery"
"2044",2022,"Salernitana","Serie A","Matteo Ruggeri","ITA","DF","19-187",2002,2.5,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ae9898c5/Matteo-Ruggeri"
"2045",2022,"Salernitana","Serie A","Andrea Schiavone","ITA","MF","28-325",1993,5,13,2.62,5,8,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4b55eb4d/Andrea-Schiavone"
"2046",2022,"Salernitana","Serie A","Stefan Strandberg","NOR","DF","31-173",1990,10.4,7,0.68,5,2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6d5e62b0/Stefan-Strandberg"
"2047",2022,"Salernitana","Serie A","Edoardo Vergani","ITA","FW,MF","20-342",2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2873973b/Edoardo-Vergani"
"2048",2022,"Salernitana","Serie A","Freddie Veseli","ALB","DF","29-055",1992,4.6,4,0.88,2,0,2,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d541e703/Freddie-Veseli"
"2049",2022,"Salernitana","Serie A","Nadir Zortea","ITA","DF,MF","22-209",1999,7.7,15,1.94,11,0,2,1,0,1,2,0.26,2,0,0,0,0,0,"https://fbref.com/en/players/82598b71/Nadir-Zortea"
"2050",2022,"Salernitana","Serie A","Milan Ðuric","BIH","FW","31-237",1990,9.5,14,1.47,12,0,0,1,1,0,3,0.32,2,0,0,0,1,0,"https://fbref.com/en/players/405f6586/Milan-Djuric"
"2051",2022,"Sampdoria","Serie A","Kristoffer Askildsen","NOR","MF","21-005",2001,7.2,6,0.83,5,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a69cc629/Kristoffer-Askildsen"
"2052",2022,"Sampdoria","Serie A","Emil Audero","ITA","GK","24-361",1997,19.5,3,0.15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/649b01d8/Emil-Audero"
"2053",2022,"Sampdoria","Serie A","Tommaso Augello","ITA","DF","27-137",1994,16.8,25,1.49,20,3,0,0,1,1,1,0.06,1,0,0,0,0,0,"https://fbref.com/en/players/3cd3b384/Tommaso-Augello"
"2054",2022,"Sampdoria","Serie A","Bartosz Bereszynski","POL","DF","29-186",1992,16.7,27,1.61,20,2,3,2,0,0,6,0.36,3,2,1,0,0,0,"https://fbref.com/en/players/61b3978f/Bartosz-Bereszynski"
"2055",2022,"Sampdoria","Serie A","Antonio Candreva","ITA","MF,FW","34-320",1987,19.8,83,4.18,49,24,3,5,2,0,9,0.45,6,2,0,1,0,0,"https://fbref.com/en/players/356c9002/Antonio-Candreva"
"2056",2022,"Sampdoria","Serie A","Francesco Caputo","ITA","FW","34-161",1987,15.2,42,2.77,35,0,1,1,4,1,6,0.4,5,0,0,0,1,0,"https://fbref.com/en/players/5bd72174/Francesco-Caputo"
"2057",2022,"Sampdoria","Serie A","Julian Chabot","GER","DF","23-336",1998,5.4,1,0.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ae7058f9/Julian-Chabot"
"2058",2022,"Sampdoria","Serie A","Riccardo Ciervo","ITA","MF,DF","19-288",2002,2.4,6,2.52,4,0,1,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/da77b60b/Riccardo-Ciervo"
"2059",2022,"Sampdoria","Serie A","Omar Colley","GAM","DF","29-082",1992,16.5,6,0.36,4,0,0,1,1,0,1,0.06,0,0,0,1,0,0,"https://fbref.com/en/players/8b95acda/Omar-Colley"
"2060",2022,"Sampdoria","Serie A","Mikkel Damsgaard","DEN","MF,FW","21-195",2000,5.7,21,3.69,17,1,0,1,2,0,1,0.18,1,0,0,0,0,0,"https://fbref.com/en/players/215f3907/Mikkel-Damsgaard"
"2061",2022,"Sampdoria","Serie A","Fabio Depaoli","ITA","MF,DF","24-265",1997,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d97f2e8d/Fabio-Depaoli"
"2062",2022,"Sampdoria","Serie A","Radu Dragu<U+0219>in","ROU","DF","19-345",2002,5.9,4,0.68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/620922ed/Radu-Dragusin"
"2063",2022,"Sampdoria","Serie A","Albin Ekdal","SWE","MF","32-170",1989,11.8,10,0.85,9,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f503ea63/Albin-Ekdal"
"2064",2022,"Sampdoria","Serie A","Wladimiro Falcone","ITA","GK","26-277",1995,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9f5a610b/Wladimiro-Falcone"
"2065",2022,"Sampdoria","Serie A","Alex Ferrari","ITA","DF","27-197",1994,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d0dbca9f/Alex-Ferrari"
"2066",2022,"Sampdoria","Serie A","Manolo Gabbiadini","ITA","FW,MF","30-049",1991,10.3,29,2.81,21,2,0,5,1,0,2,0.19,1,0,0,1,0,0,"https://fbref.com/en/players/8f866fe8/Manolo-Gabbiadini"
"2067",2022,"Sampdoria","Serie A","Nicola Murru","ITA","DF","27-029",1994,3.8,6,1.57,4,1,0,0,0,1,1,0.26,1,0,0,0,0,0,"https://fbref.com/en/players/d183e9d6/Nicola-Murru"
"2068",2022,"Sampdoria","Serie A","Fabio Quagliarella","ITA","FW","38-348",1983,12.6,32,2.55,22,1,3,4,1,1,5,0.4,4,0,1,0,0,0,"https://fbref.com/en/players/ee4f2f3b/Fabio-Quagliarella"
"2069",2022,"Sampdoria","Serie A","Tomás Rincón","VEN","MF","34-001",1988,0.5,3,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f1cfc209/Tomas-Rincon"
"2070",2022,"Sampdoria","Serie A","Adrien Silva","POR","MF","32-305",1989,12,19,1.58,17,1,0,1,0,0,1,0.08,1,0,0,0,0,0,"https://fbref.com/en/players/d6f88a1d/Adrien-Silva"
"2071",2022,"Sampdoria","Serie A","Morten Thorsby","NOR","MF","25-254",1996,18.3,23,1.26,21,0,0,1,1,0,2,0.11,2,0,0,0,0,0,"https://fbref.com/en/players/d1b49282/Morten-Thorsby"
"2072",2022,"Sampdoria","Serie A","Ernesto Torregrossa","ITA","FW","29-200",1992,1.2,4,3.21,2,0,0,0,2,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bf39bdec/Ernesto-Torregrossa"
"2073",2022,"Sampdoria","Serie A","Valerio Verre","ITA","MF,FW","28-003",1994,4.7,20,4.29,16,1,0,1,2,0,1,0.21,1,0,0,0,0,0,"https://fbref.com/en/players/33ecf462/Valerio-Verre"
"2074",2022,"Sampdoria","Serie A","Gerard Yepes","ESP","MF,DF","19-142",2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ee9040b4/Gerard-Yepes"
"2075",2022,"Sampdoria","Serie A","Maya Yoshida","JPN","DF","33-143",1988,16.6,12,0.72,11,1,0,0,0,0,2,0.12,2,0,0,0,0,0,"https://fbref.com/en/players/caffaf5a/Maya-Yoshida"
"2076",2022,"Sassuolo","Serie A","Kaan Ayhan","TUR","DF","27-065",1994,6.7,4,0.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2200181e/Kaan-Ayhan"
"2077",2022,"Sassuolo","Serie A","Domenico Berardi","ITA","FW","27-166",1994,18.4,81,4.41,63,7,4,2,3,2,13,0.71,7,1,3,0,1,1,"https://fbref.com/en/players/53a0e358/Domenico-Berardi"
"2078",2022,"Sassuolo","Serie A","Jeremie Boga","CIV","FW,MF","25-011",1997,7.4,23,3.09,14,0,5,1,3,0,4,0.54,2,0,1,0,1,0,"https://fbref.com/en/players/fe012aca/Jeremie-Boga"
"2079",2022,"Sassuolo","Serie A","Francesco Caputo","ITA","FW","34-161",1987,1.7,6,3.46,6,0,0,0,0,0,2,1.15,2,0,0,0,0,0,"https://fbref.com/en/players/5bd72174/Francesco-Caputo"
"2080",2022,"Sassuolo","Serie A","Vlad Chiriche<U+0219>","ROU","DF","32-061",1989,14.7,3,0.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c316607a/Vlad-Chiriches"
"2081",2022,"Sassuolo","Serie A","Andrea Consigli","ITA","GK","34-352",1987,20,2,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8cabdc1e/Andrea-Consigli"
"2082",2022,"Sassuolo","Serie A","Grégoire Defrel","MTQ","FW","30-211",1991,8.5,25,2.94,17,0,2,3,1,2,1,0.12,1,0,0,0,0,0,"https://fbref.com/en/players/854ee61a/Gregoire-Defrel"
"2083",2022,"Sassuolo","Serie A","Davide Frattesi","ITA","MF","22-084",1999,17.8,39,2.2,32,0,3,2,2,0,5,0.28,3,0,1,0,1,0,"https://fbref.com/en/players/2a7d27c1/Davide-Frattesi"
"2084",2022,"Sassuolo","Serie A","Edoardo Goldaniga","ITA","MF,DF","28-073",1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4b029b31/Edoardo-Goldaniga"
"2085",2022,"Sassuolo","Serie A","Abdou Harroui","NED","MF","24-001",1998,3.3,9,2.76,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/65fd099c/Abdou-Harroui"
